지점번호,지점명,관측시각,기온(C),풍속(m/s),풍향(deg),일사량(MJ/m2),일조시간(hr),전운량(0-10)
184,제주,2024-06-04 1:00,18.6,2.5,110,,,0
184,제주,2024-06-04 2:00,18.3,2.2,110,,,0
184,제주,2024-06-04 3:00,18.3,1.4,110,,,0
184,제주,2024-06-04 4:00,17.8,2,90,,,1
184,제주,2024-06-04 5:00,17.6,1.4,90,,,0
184,제주,2024-06-04 6:00,17.4,1.5,90,0.02,0.1,0
184,제주,2024-06-04 7:00,18.5,3.3,90,0.44,1,0
184,제주,2024-06-04 8:00,20.6,2.8,90,1.14,1,0
184,제주,2024-06-04 9:00,20.6,5.3,70,1.68,0.9,2
184,제주,2024-06-04 10:00,21.4,5.3,70,2.58,1,2
184,제주,2024-06-04 11:00,21.8,5.5,70,3.09,1,2
184,제주,2024-06-04 12:00,21.9,6.3,70,3.47,1,3
184,제주,2024-06-04 13:00,22.3,5.7,70,3.57,1,1
184,제주,2024-06-04 14:00,23,4.9,70,3.49,1,4
184,제주,2024-06-04 15:00,23.7,4.4,70,3.04,1,5
184,제주,2024-06-04 16:00,21.9,5.8,70,2.38,1,8
184,제주,2024-06-04 17:00,22,5,70,1.87,1,7
184,제주,2024-06-04 18:00,21.4,4.9,50,0.92,0.7,5
184,제주,2024-06-04 19:00,20.9,3.3,70,0.48,1,5
184,제주,2024-06-04 20:00,20.7,2.4,110,0.02,0.2,0
184,제주,2024-06-04 21:00,20.1,0.8,90,,,4
184,제주,2024-06-04 22:00,19.2,1.6,50,,,4
184,제주,2024-06-04 23:00,18.4,2.1,70,,,6
184,제주,2024-06-05 0:00,18.5,1,160,,,7
184,제주,2024-06-05 1:00,18.6,1.8,140,,,4
184,제주,2024-06-05 2:00,18.1,1.9,110,,,4
184,제주,2024-06-05 3:00,17.5,1.7,110,,,0
184,제주,2024-06-05 4:00,17.1,1.5,90,,,0
184,제주,2024-06-05 5:00,17.3,2.2,110,,,7
184,제주,2024-06-05 6:00,17.8,2.5,160,0,0,7
184,제주,2024-06-05 7:00,18.8,2.3,90,0.35,0.2,8
184,제주,2024-06-05 8:00,19.4,3.7,110,0.68,0.2,8
184,제주,2024-06-05 9:00,20.4,4.4,70,1.07,0.2,9
184,제주,2024-06-05 10:00,20.9,5.1,70,1.51,0.3,8
184,제주,2024-06-05 11:00,20.7,5.9,70,1.77,0.2,9
184,제주,2024-06-05 12:00,21.7,6.2,70,2.78,0.7,8
184,제주,2024-06-05 13:00,22.2,7,50,3.64,1,8
184,제주,2024-06-05 14:00,20.7,5.9,70,1.56,0.1,9
184,제주,2024-06-05 15:00,20.5,5.8,70,0.98,0,9
184,제주,2024-06-05 16:00,20.2,5.6,70,0.6,0,9
184,제주,2024-06-05 17:00,21.8,4.1,90,1.2,0.3,9
184,제주,2024-06-05 18:00,21.7,3.8,90,0.54,0,9
184,제주,2024-06-05 19:00,21.1,3.3,110,0.04,0,10
184,제주,2024-06-05 20:00,20.5,3.5,70,0,0,10
184,제주,2024-06-05 21:00,20.1,5.1,110,,,9
184,제주,2024-06-05 22:00,20.2,2.3,140,,,10
184,제주,2024-06-05 23:00,19.9,2.5,90,,,8
184,제주,2024-06-06 0:00,19.6,1.2,90,,,9
184,제주,2024-06-06 1:00,20,3,110,,,10
184,제주,2024-06-06 2:00,19.9,2.7,70,,,10
184,제주,2024-06-06 3:00,19.8,1.8,90,,,9
184,제주,2024-06-06 4:00,19.8,2.9,90,,,9
184,제주,2024-06-06 5:00,19.3,3.1,90,,,9
184,제주,2024-06-06 6:00,19.6,3,70,0,0,10
184,제주,2024-06-06 7:00,20.1,3.8,70,0.08,0,10
184,제주,2024-06-06 8:00,20.7,2.7,90,0.28,0,10
184,제주,2024-06-06 9:00,21.5,2.6,90,0.35,0,10
184,제주,2024-06-06 10:00,21.9,3.3,110,0.94,0,10
184,제주,2024-06-06 11:00,22.3,3,90,0.65,0,10
184,제주,2024-06-06 12:00,21.9,0.9,270,0.31,0,10
184,제주,2024-06-06 13:00,21.9,1.5,360,0.66,0,10
184,제주,2024-06-06 14:00,21.3,3.3,70,0.84,0,10
184,제주,2024-06-06 15:00,20,4.3,70,0.53,0,10
184,제주,2024-06-06 16:00,19.9,3.5,70,0.31,0,10
184,제주,2024-06-06 17:00,19.8,4.2,70,0.4,0,10
184,제주,2024-06-06 18:00,19.4,4.1,70,0.2,0,10
184,제주,2024-06-06 19:00,19.6,2.6,90,0.01,0,10
184,제주,2024-06-06 20:00,19.7,2,90,0,0,10
184,제주,2024-06-06 21:00,19.7,2.6,90,,,10
184,제주,2024-06-06 22:00,19.5,2.8,90,,,10
184,제주,2024-06-06 23:00,20.1,1.2,250,,,10
184,제주,2024-06-07 0:00,19.5,1.3,230,,,7
184,제주,2024-06-07 1:00,19,0.6,360,,,10
184,제주,2024-06-07 2:00,19.4,2.5,180,,,10
184,제주,2024-06-07 3:00,19.5,1,340,,,8
184,제주,2024-06-07 4:00,19.2,0.3,0,,,8
184,제주,2024-06-07 5:00,19.2,1.2,90,,,9
184,제주,2024-06-07 6:00,19.1,1.2,200,0,0,8
184,제주,2024-06-07 7:00,19.6,0.8,90,0.08,0,8
184,제주,2024-06-07 8:00,21,2.3,90,0.54,0,9
184,제주,2024-06-07 9:00,22.7,2.1,140,0.87,0,9
184,제주,2024-06-07 10:00,23.4,3.2,140,1.09,0.1,9
184,제주,2024-06-07 11:00,24.7,3.7,110,2.19,0.7,8
184,제주,2024-06-07 12:00,24.7,4.5,140,2.9,0.8,8
184,제주,2024-06-07 13:00,25.1,4.4,140,2.63,0.5,8
184,제주,2024-06-07 14:00,25.3,4.6,140,1.97,0.1,9
184,제주,2024-06-07 15:00,24.9,4.3,110,1.92,0.2,9
184,제주,2024-06-07 16:00,24.9,5.1,160,1.25,0.1,9
184,제주,2024-06-07 17:00,24.6,1.8,140,0.61,0,9
184,제주,2024-06-07 18:00,25,1.8,320,0.67,0.1,9
184,제주,2024-06-07 19:00,23.9,2.7,110,0.17,0,8
184,제주,2024-06-07 20:00,22.8,2.4,200,0,0,8
184,제주,2024-06-07 21:00,22.8,3.1,250,,,10
184,제주,2024-06-07 22:00,22.5,1.1,230,,,10
184,제주,2024-06-07 23:00,21.9,0.7,290,,,8
184,제주,2024-06-08 0:00,21.8,1.4,200,,,10
184,제주,2024-06-08 1:00,22,0.9,230,,,10
184,제주,2024-06-08 2:00,21.5,0.3,0,,,10
184,제주,2024-06-08 3:00,21.8,2.1,200,,,10
184,제주,2024-06-08 4:00,21.8,2.1,50,,,10
184,제주,2024-06-08 5:00,21.6,1.9,200,,,10
184,제주,2024-06-08 6:00,21.7,1.7,270,0,0,10
184,제주,2024-06-08 7:00,21.1,1.6,270,0.01,0,10
184,제주,2024-06-08 8:00,20.7,0.7,230,0.13,0,10
184,제주,2024-06-08 9:00,20.7,1.6,20,0.29,0,10
184,제주,2024-06-08 10:00,20.5,1.3,290,0.2,0,10
184,제주,2024-06-08 11:00,21.8,1.7,360,1.12,0,10
184,제주,2024-06-08 12:00,21.5,2.9,290,0.7,0,10
184,제주,2024-06-08 13:00,21.6,1.2,50,0.94,0,10
184,제주,2024-06-08 14:00,22,1.6,340,0.78,0,10
184,제주,2024-06-08 15:00,22.4,0.9,340,0.77,0,10
184,제주,2024-06-08 16:00,23.1,2.2,50,1.18,0,10
184,제주,2024-06-08 17:00,23.3,3,50,1.55,0.6,8
184,제주,2024-06-08 18:00,22.7,2.6,50,0.72,0.2,7
184,제주,2024-06-08 19:00,21.2,1.8,50,0.21,0,10
184,제주,2024-06-08 20:00,20.4,2.9,320,0,0,10
184,제주,2024-06-08 21:00,19.8,2.5,270,,,7
184,제주,2024-06-08 22:00,19.8,2.7,270,,,7
184,제주,2024-06-08 23:00,19.8,2.1,270,,,7
184,제주,2024-06-09 0:00,19.8,1.6,250,,,8
184,제주,2024-06-09 1:00,19.8,3.3,70,,,7
184,제주,2024-06-09 2:00,19.6,1.9,50,,,10
184,제주,2024-06-09 3:00,19.6,2.4,20,,,10
184,제주,2024-06-09 4:00,19.3,4.4,50,,,10
184,제주,2024-06-09 5:00,19.1,4.6,50,,,10
184,제주,2024-06-09 6:00,19.3,3.8,70,0,0,10
184,제주,2024-06-09 7:00,19.5,3.3,50,0,0,10
184,제주,2024-06-09 8:00,19.6,2.6,70,0.02,0,10
184,제주,2024-06-09 9:00,20,1.3,70,0.16,0,10
184,제주,2024-06-09 10:00,20.4,1,90,0.31,0,10
184,제주,2024-06-09 11:00,20.9,1.2,140,0.39,0,10
184,제주,2024-06-09 12:00,22,2.4,20,0.92,0,10
184,제주,2024-06-09 13:00,22.5,1.1,360,1.17,0,10
184,제주,2024-06-09 14:00,23.7,2,340,1.58,0.1,8
184,제주,2024-06-09 15:00,25.1,3.3,340,3.15,1,7
184,제주,2024-06-09 16:00,25,2.3,360,2.55,1,3
184,제주,2024-06-09 17:00,26,2.3,360,2,1,0
184,제주,2024-06-09 18:00,25.2,3.6,290,1.25,1,0
184,제주,2024-06-09 19:00,23.1,3.2,290,0.51,1,0
184,제주,2024-06-09 20:00,21.6,3.8,270,0.04,0.4,0
184,제주,2024-06-09 21:00,20.8,3.5,270,,,8
184,제주,2024-06-09 22:00,20.5,2.1,250,,,0
184,제주,2024-06-09 23:00,20.2,2.3,230,,,0
184,제주,2024-06-10 0:00,19.7,1.5,200,,,2
184,제주,2024-06-10 1:00,19.2,2.5,200,,,4
184,제주,2024-06-10 2:00,18.9,2.1,200,,,3
184,제주,2024-06-10 3:00,19.1,2,180,,,6
184,제주,2024-06-10 4:00,19.2,2.3,180,,,9
184,제주,2024-06-10 5:00,19.5,1.7,200,,,8
184,제주,2024-06-10 6:00,19.4,2.4,180,0.01,0,7
184,제주,2024-06-10 7:00,20.4,1.5,230,0.31,0.5,9
184,제주,2024-06-10 8:00,22.2,1.9,270,0.73,0.5,7
184,제주,2024-06-10 9:00,24.9,2.8,250,1.63,1,5
184,제주,2024-06-10 10:00,25.2,4,290,1.89,0.7,7
184,제주,2024-06-10 11:00,25.8,4,320,2.17,0.7,6
184,제주,2024-06-10 12:00,27.7,3.5,340,3.13,1,3
184,제주,2024-06-10 13:00,28.8,3.2,360,3.51,1,0
184,제주,2024-06-10 14:00,27.9,4.1,340,3.45,1,0
184,제주,2024-06-10 15:00,28.1,3.8,290,3.11,1,0
184,제주,2024-06-10 16:00,28.2,4.5,290,2.58,1,0
184,제주,2024-06-10 17:00,27.8,3.4,290,1.94,1,0
184,제주,2024-06-10 18:00,26.6,3.8,270,1.22,1,0
184,제주,2024-06-10 19:00,25,2.2,290,0.49,1,0
184,제주,2024-06-10 20:00,23.8,2.5,290,0.03,0.3,0
184,제주,2024-06-10 21:00,22.7,1.4,20,,,0
184,제주,2024-06-10 22:00,21.7,0.9,50,,,0
184,제주,2024-06-10 23:00,21.1,2.2,70,,,0
184,제주,2024-06-11 0:00,20.6,2.1,70,,,2
184,제주,2024-06-11 1:00,20.2,0.5,90,,,5
184,제주,2024-06-11 2:00,19.9,1.3,250,,,7
184,제주,2024-06-11 3:00,19.5,0.5,320,,,4
184,제주,2024-06-11 4:00,19.4,0.5,160,,,6
184,제주,2024-06-11 5:00,19.2,0.7,140,,,6
184,제주,2024-06-11 6:00,19.4,0.6,160,0,0,7
184,제주,2024-06-11 7:00,20.1,0.8,180,0.23,0,8
184,제주,2024-06-11 8:00,21.9,0.6,20,0.7,0,9
184,제주,2024-06-11 9:00,23.4,3.3,50,1.23,0.5,9
184,제주,2024-06-11 10:00,23.2,2.2,50,1.87,1,9
184,제주,2024-06-11 11:00,24,3.1,50,2.39,1,9
184,제주,2024-06-11 12:00,23.4,2.8,20,2.04,0.6,9
184,제주,2024-06-11 13:00,23.9,2.7,50,2.41,0.5,8
184,제주,2024-06-11 14:00,24.4,3.1,20,2.76,0.9,6
184,제주,2024-06-11 15:00,23.7,2.9,20,2.36,0.8,7
184,제주,2024-06-11 16:00,23.8,2.8,360,1.78,0.6,8
184,제주,2024-06-11 17:00,23.1,2.2,20,0.97,0.1,9
184,제주,2024-06-11 18:00,22.6,3,50,0.67,0,8
184,제주,2024-06-11 19:00,22.6,2.3,50,0.33,0.2,6
184,제주,2024-06-11 20:00,21.9,1.7,70,0.04,0,5
184,제주,2024-06-11 21:00,21.1,1.3,50,,,0
184,제주,2024-06-11 22:00,20.7,0,0,,,3
184,제주,2024-06-11 23:00,20.5,0.3,0,,,3
184,제주,2024-06-12 0:00,20.2,0.3,0,,,5
184,제주,2024-06-12 1:00,19.9,0.5,70,,,0
184,제주,2024-06-12 2:00,19.7,0.2,0,,,6
184,제주,2024-06-12 3:00,19.7,0.6,50,,,0
184,제주,2024-06-12 4:00,19.5,0,0,,,0
184,제주,2024-06-12 5:00,19.2,1.1,160,,,0
184,제주,2024-06-12 6:00,19.1,0.9,160,0.01,0.1,0
184,제주,2024-06-12 7:00,19.9,0.9,110,0.35,1,0
184,제주,2024-06-12 8:00,21.6,2.4,50,1.05,1,0
184,제주,2024-06-12 9:00,21.2,2.4,50,1.69,1,8
184,제주,2024-06-12 10:00,22,3,50,2.26,1,6
184,제주,2024-06-12 11:00,22.7,2.9,20,2.6,0.9,7
184,제주,2024-06-12 12:00,23.6,3.6,20,2.37,0.6,8
184,제주,2024-06-12 13:00,24.5,2,50,1.85,0.1,9
184,제주,2024-06-12 14:00,23.2,3.2,20,1.2,0,10
184,제주,2024-06-12 15:00,23.3,2,20,1.02,0,10
184,제주,2024-06-12 16:00,24.5,2.5,20,2.09,0.6,3
184,제주,2024-06-12 17:00,25.4,2.3,360,1.94,1,1
184,제주,2024-06-12 18:00,25,1.9,340,1.21,1,0
184,제주,2024-06-12 19:00,24.4,2.3,290,0.47,1,3
184,제주,2024-06-12 20:00,23.5,1.7,250,0.02,0.2,3
184,제주,2024-06-12 21:00,23.6,1.8,230,,,2
184,제주,2024-06-12 22:00,22.8,1.7,50,,,5
184,제주,2024-06-12 23:00,22,1.2,250,,,0
184,제주,2024-06-13 0:00,21.5,1.7,340,,,0
184,제주,2024-06-13 1:00,20.9,1.7,290,,,0
184,제주,2024-06-13 2:00,21.3,1.1,250,,,6
184,제주,2024-06-13 3:00,21.2,1.7,200,,,0
184,제주,2024-06-13 4:00,20.7,1.6,180,,,0
184,제주,2024-06-13 5:00,20.3,1.9,200,,,0
184,제주,2024-06-13 6:00,20.2,1.9,200,0.02,0.1,2
184,제주,2024-06-13 7:00,21,1.1,200,0.39,1,0
184,제주,2024-06-13 8:00,23.3,2.8,20,1.11,1,1
184,제주,2024-06-13 9:00,24.2,2,340,1.85,1,0
184,제주,2024-06-13 10:00,25.4,3.1,360,2.52,1,0
184,제주,2024-06-13 11:00,25.9,2.8,360,3.05,1,0
184,제주,2024-06-13 12:00,25.1,3.1,20,3.37,1,0
184,제주,2024-06-13 13:00,25.6,3,20,3.49,1,0
184,제주,2024-06-13 14:00,27.2,3.4,340,3.41,1,2
184,제주,2024-06-13 15:00,28,3.7,290,2.27,0.7,4
184,제주,2024-06-13 16:00,28.4,2.9,340,2.45,1,0
184,제주,2024-06-13 17:00,27.2,3.3,340,1.9,1,0
184,제주,2024-06-13 18:00,25.7,2.1,20,1.17,1,0
184,제주,2024-06-13 19:00,24.5,2.8,340,0.49,1,0
184,제주,2024-06-13 20:00,23.6,1.2,20,0.04,0.3,0
184,제주,2024-06-13 21:00,23.1,1.6,290,,,0
184,제주,2024-06-13 22:00,22.9,1.6,320,,,0
184,제주,2024-06-13 23:00,22.4,0.5,70,,,7
184,제주,2024-06-14 0:00,22,1.7,70,,,5
184,제주,2024-06-14 1:00,21.8,0.6,50,,,8
184,제주,2024-06-14 2:00,22,0.6,50,,,6
184,제주,2024-06-14 3:00,21.8,1.4,70,,,5
184,제주,2024-06-14 4:00,21.7,0.2,0,,,6
184,제주,2024-06-14 5:00,22.1,0.4,0,,,0
184,제주,2024-06-14 6:00,21.6,1.7,290,0.01,0.1,0
184,제주,2024-06-14 7:00,22.7,2.4,250,0.4,1,0
184,제주,2024-06-14 8:00,24.7,1.8,340,1.15,1,7
184,제주,2024-06-14 9:00,25.9,2.5,340,1.68,1,5
184,제주,2024-06-14 10:00,26.3,2.6,20,2.54,1,5
184,제주,2024-06-14 11:00,25.4,5.2,50,2.49,0.7,8
184,제주,2024-06-14 12:00,26.2,4,20,2.47,0.7,8
184,제주,2024-06-14 13:00,29.8,3.3,140,2.91,0.8,7
184,제주,2024-06-14 14:00,30.9,3.8,250,2.72,0.7,6
184,제주,2024-06-14 15:00,30.8,3.1,290,2.4,0.7,7
184,제주,2024-06-14 16:00,29.4,2.9,20,1.86,0.6,8
184,제주,2024-06-14 17:00,30.1,3.2,360,1.7,0.7,7
184,제주,2024-06-14 18:00,27.2,2.4,360,0.76,0.3,8
184,제주,2024-06-14 19:00,26.6,3.6,320,0.24,0.1,6
184,제주,2024-06-14 20:00,25.5,1.6,270,0.01,0,7
184,제주,2024-06-14 21:00,25,1.1,20,,,9
184,제주,2024-06-14 22:00,24,2.1,290,,,8
184,제주,2024-06-14 23:00,24.3,1.5,180,,,7
184,제주,2024-06-15 0:00,24.3,1.4,320,,,4
184,제주,2024-06-15 1:00,24.1,0.8,320,,,0
184,제주,2024-06-15 2:00,23.3,1.7,180,,,8
184,제주,2024-06-15 3:00,23.1,1.3,340,,,4
184,제주,2024-06-15 4:00,22.5,1.2,160,,,3
184,제주,2024-06-15 5:00,22,1.4,200,,,7
184,제주,2024-06-15 6:00,22.1,0.3,0,0,0,8
184,제주,2024-06-15 7:00,22.5,0.7,50,0.32,0.3,8
184,제주,2024-06-15 8:00,24.6,1.9,360,0.95,0.7,7
184,제주,2024-06-15 9:00,23.9,2.5,20,1.47,0.7,6
184,제주,2024-06-15 10:00,24.5,2.4,20,1.52,0.3,7
184,제주,2024-06-15 11:00,26.1,2.4,20,3,1,0
184,제주,2024-06-15 12:00,27,3.2,360,3.24,1,2
184,제주,2024-06-15 13:00,26.6,2.8,20,3.45,1,0
184,제주,2024-06-15 14:00,26.2,3.3,50,3.33,1,0
184,제주,2024-06-15 15:00,27.2,3.7,50,2.92,1,1
184,제주,2024-06-15 16:00,26.8,3.8,20,2.52,1,2
184,제주,2024-06-15 17:00,26.6,2.6,20,1.77,1,3
184,제주,2024-06-15 18:00,27.3,2.2,360,0.99,1,5
184,제주,2024-06-15 19:00,26.2,3.9,290,0.31,0.3,6
184,제주,2024-06-15 20:00,25.3,3.3,290,0.04,0,7
184,제주,2024-06-15 21:00,25.1,4.3,290,,,7
184,제주,2024-06-15 22:00,24.7,3.3,270,,,3
184,제주,2024-06-15 23:00,24.3,2.7,320,,,3
184,제주,2024-06-16 0:00,23.7,1.9,340,,,8
184,제주,2024-06-16 1:00,23.4,1.9,250,,,3
184,제주,2024-06-16 2:00,23.3,0.4,0,,,0
184,제주,2024-06-16 3:00,23.2,2.2,270,,,0
184,제주,2024-06-16 4:00,23.2,2.4,250,,,0
184,제주,2024-06-16 5:00,23.1,2.8,320,,,5
184,제주,2024-06-16 6:00,23.3,2,290,0,0,7
184,제주,2024-06-16 7:00,23.7,3.6,270,0.1,0,9
184,제주,2024-06-16 8:00,24.6,2.9,290,0.61,0.1,8
184,제주,2024-06-16 9:00,26.3,3.3,290,1.52,0.8,7
184,제주,2024-06-16 10:00,26.1,3.3,290,1.51,0.3,8
184,제주,2024-06-16 11:00,27.6,4,340,2.69,0.8,9
184,제주,2024-06-16 12:00,26.7,3.9,340,2.56,0.8,7
184,제주,2024-06-16 13:00,27.4,3.7,340,3.39,1,7
184,제주,2024-06-16 14:00,27.5,3.5,340,3.25,1,6
184,제주,2024-06-16 15:00,28.5,3.9,340,3.01,1,6
184,제주,2024-06-16 16:00,28.4,3.2,340,2.42,1,7
184,제주,2024-06-16 17:00,27.7,3,320,1.73,1,8
184,제주,2024-06-16 18:00,26.4,3.6,290,0.86,0.6,6
184,제주,2024-06-16 19:00,25.3,3.4,290,0.54,0.9,0
184,제주,2024-06-16 20:00,23.9,2.9,270,0.01,0,0
184,제주,2024-06-16 21:00,23.4,2.5,290,,,3
184,제주,2024-06-16 22:00,23,1.4,340,,,6
184,제주,2024-06-16 23:00,22.6,1.6,250,,,6
184,제주,2024-06-17 0:00,22.3,1,230,,,8
184,제주,2024-06-17 1:00,21.8,0.8,230,,,6
184,제주,2024-06-17 2:00,21.6,1.2,200,,,8
184,제주,2024-06-17 3:00,21.4,1.5,230,,,9
184,제주,2024-06-17 4:00,21.6,1.8,230,,,9
184,제주,2024-06-17 5:00,21.5,0.6,180,,,9
184,제주,2024-06-17 6:00,21.6,0.3,0,0,0,9
184,제주,2024-06-17 7:00,21.8,0.9,160,0,0,10
184,제주,2024-06-17 8:00,22.2,1.8,200,0.13,0,10
184,제주,2024-06-17 9:00,23.1,1.3,50,0.18,0,10
184,제주,2024-06-17 10:00,22.8,0.2,0,0.09,0,10
184,제주,2024-06-17 11:00,23.4,2,180,0.32,0,10
184,제주,2024-06-17 12:00,24,3.4,20,0.74,0,10
184,제주,2024-06-17 13:00,24,3.7,20,0.81,0,10
184,제주,2024-06-17 14:00,23.3,2.8,20,0.29,0,10
184,제주,2024-06-17 15:00,23.1,1.6,90,0.49,0,10
184,제주,2024-06-17 16:00,23.4,5,50,0.72,0,10
184,제주,2024-06-17 17:00,23.9,2,110,0.78,0,9
184,제주,2024-06-17 18:00,24.1,3,290,0.46,0,9
184,제주,2024-06-17 19:00,24.2,2.1,20,0.64,0.7,7
184,제주,2024-06-17 20:00,22.9,2,250,0.05,0.5,1
184,제주,2024-06-17 21:00,22.1,2.5,270,,,2
184,제주,2024-06-17 22:00,21.4,1.5,230,,,1
184,제주,2024-06-17 23:00,20.9,1.9,200,,,0
184,제주,2024-06-18 0:00,20.4,1.6,200,,,0
184,제주,2024-06-18 1:00,19.9,2.1,200,,,0
184,제주,2024-06-18 2:00,19.3,2.6,180,,,0
184,제주,2024-06-18 3:00,19.2,2,200,,,0
184,제주,2024-06-18 4:00,19.4,2.6,230,,,0
184,제주,2024-06-18 5:00,19.5,2.2,230,,,0
184,제주,2024-06-18 6:00,19.7,2.7,230,0.01,0.1,0
184,제주,2024-06-18 7:00,20.7,2.8,250,0.38,1,0
184,제주,2024-06-18 8:00,22.6,2.6,270,1.06,1,0
184,제주,2024-06-18 9:00,24.7,2.2,290,1.84,1,0
184,제주,2024-06-18 10:00,26.4,4,340,2.53,1,0
184,제주,2024-06-18 11:00,28,2.2,320,3.09,1,0
184,제주,2024-06-18 12:00,29.7,2.7,360,3.46,1,0
184,제주,2024-06-18 13:00,30.4,2.9,290,3.59,1,0
184,제주,2024-06-18 14:00,31,3.6,290,3.5,1,0
184,제주,2024-06-18 15:00,30.4,2.7,320,3.2,1,2
184,제주,2024-06-18 16:00,30.1,3.6,360,2.61,1,5
184,제주,2024-06-18 17:00,28.9,3.8,290,2.1,1,4
184,제주,2024-06-18 18:00,28.3,4.3,290,1.33,1,0
184,제주,2024-06-18 19:00,26.7,3.5,290,0.6,1,0
184,제주,2024-06-18 20:00,25.3,2.8,290,0.06,0.4,0
184,제주,2024-06-18 21:00,24.5,2.9,250,,,0
184,제주,2024-06-18 22:00,24,2.5,250,,,6
184,제주,2024-06-18 23:00,23.5,2,230,,,7
184,제주,2024-06-19 0:00,23.2,1.8,200,,,9
184,제주,2024-06-19 1:00,23.1,1.1,180,,,9
184,제주,2024-06-19 2:00,23,0.5,200,,,9
184,제주,2024-06-19 3:00,22.7,1.3,180,,,9
184,제주,2024-06-19 4:00,22.4,1.6,200,,,7
184,제주,2024-06-19 5:00,22.2,1.6,180,,,9
184,제주,2024-06-19 6:00,22.1,1.8,160,0.01,0,6
184,제주,2024-06-19 7:00,22.4,0.1,0,0.45,0.9,6
184,제주,2024-06-19 8:00,24.6,1.6,50,0.84,0.9,5
184,제주,2024-06-19 9:00,25.9,1.9,20,1.67,1,5
184,제주,2024-06-19 10:00,27.1,2.4,360,2.18,0.9,7
184,제주,2024-06-19 11:00,26.9,2.8,20,2.28,0.7,7
184,제주,2024-06-19 12:00,28.3,2.7,340,2.87,1,8
184,제주,2024-06-19 13:00,29,3.4,340,2.37,0.6,8
184,제주,2024-06-19 14:00,27.5,2.3,20,1.72,0.2,9
184,제주,2024-06-19 15:00,26.2,1.7,50,0.9,0,9
184,제주,2024-06-19 16:00,26.6,2.8,50,0.89,0.1,8
184,제주,2024-06-19 17:00,27.4,2.9,70,1.1,0.1,8
184,제주,2024-06-19 18:00,26.3,3.3,70,0.46,0,9
184,제주,2024-06-19 19:00,24.7,4.5,70,0.09,0,10
184,제주,2024-06-19 20:00,24.2,2.2,180,0,0,10
184,제주,2024-06-19 21:00,24.2,2.7,230,,,9
184,제주,2024-06-19 22:00,24.2,3.4,200,,,10
184,제주,2024-06-19 23:00,23.6,4,250,,,10
184,제주,2024-06-20 0:00,23.2,1.4,320,,,10
184,제주,2024-06-20 1:00,23,1,270,,,10
184,제주,2024-06-20 2:00,22.8,1.2,270,,,10
184,제주,2024-06-20 3:00,22.8,0.9,250,,,10
184,제주,2024-06-20 4:00,22.5,1.2,180,,,10
184,제주,2024-06-20 5:00,22.2,1.7,230,,,10
184,제주,2024-06-20 6:00,22.1,0.5,50,0,0,10
184,제주,2024-06-20 7:00,22.1,0.7,140,0,0,10
184,제주,2024-06-20 8:00,21.9,1.2,200,0.06,0,10
184,제주,2024-06-20 9:00,23.3,3.6,110,0.04,0,10
184,제주,2024-06-20 10:00,23.4,3.3,90,0.09,0,10
184,제주,2024-06-20 11:00,23.4,3.2,110,0.15,0,10
184,제주,2024-06-20 12:00,22.9,3,140,0.04,0,10
184,제주,2024-06-20 13:00,22.6,4.9,140,0.04,0,10
184,제주,2024-06-20 14:00,22.5,5.1,180,0.01,0,10
184,제주,2024-06-20 15:00,23.2,5,160,0.06,0,10
184,제주,2024-06-20 16:00,24.1,6.9,160,0.07,0,10
184,제주,2024-06-20 17:00,24.4,4.2,160,0.14,0,10
184,제주,2024-06-20 18:00,22.7,9.3,70,0.11,0,10
184,제주,2024-06-20 19:00,22.8,4.5,110,0.03,0,10
184,제주,2024-06-20 20:00,22.2,3.5,110,0,0,10
184,제주,2024-06-20 21:00,22,2.1,110,,,10
184,제주,2024-06-20 22:00,22,2.3,90,,,10
184,제주,2024-06-20 23:00,21.9,1.4,110,,,8
184,제주,2024-06-21 0:00,21.7,1.3,110,,,9
184,제주,2024-06-21 1:00,21.7,1.7,110,,,8
184,제주,2024-06-21 2:00,21.7,3.5,90,,,2
184,제주,2024-06-21 3:00,21.9,2.6,90,,,7
184,제주,2024-06-21 4:00,22,1.6,110,,,7
184,제주,2024-06-21 5:00,22.1,0.8,90,,,9
184,제주,2024-06-21 6:00,22.1,1.5,90,0,0,9
184,제주,2024-06-21 7:00,22.4,0.1,0,0.04,0,9
184,제주,2024-06-21 8:00,22.8,1,360,0.11,0,9
184,제주,2024-06-21 9:00,23.1,1.2,20,0.2,0,10
184,제주,2024-06-21 10:00,24.7,2.1,20,1.39,0.4,8
184,제주,2024-06-21 11:00,25.7,3.3,50,2.4,0.6,7
184,제주,2024-06-21 12:00,27.1,2.8,50,2.9,1,7
184,제주,2024-06-21 13:00,27,1.9,50,2.78,0.6,8
184,제주,2024-06-21 14:00,27.7,2.3,20,2.42,0.5,8
184,제주,2024-06-21 15:00,27.9,3.1,20,2.08,0.6,9
184,제주,2024-06-21 16:00,26.9,2.1,20,1.32,0.1,8
184,제주,2024-06-21 17:00,27.6,2.4,360,1.51,0.6,7
184,제주,2024-06-21 18:00,27.1,1.4,20,0.96,0.5,7
184,제주,2024-06-21 19:00,26.6,2,340,0.33,0.3,5
184,제주,2024-06-21 20:00,25.5,3.3,270,0,0,8
184,제주,2024-06-21 21:00,25.3,0.2,0,,,7
